Date,Hour,Temperature,Humidity,Wind_speed,Visibility,Dew_point_temperature,Solar_Radiation,Rainfall,Snowfall
2018-01-19,10,0,29,1.3,1592,-15.9,0.52,0,0
2018-01-19,11,2.2,20,0.6,1794,-18.5,0.83,0,0
2018-01-19,12,4.3,28,1.5,1858,-12.6,0.98,0,0
2018-01-19,14,4.7,24,3.6,1552,-14.2,1.08,0,0
2018-01-19,15,5.4,25,2.4,1686,-13.1,0.9,0,0
2018-01-19,16,4.9,27,2.8,1648,-12.5,0.65,0,0
2018-01-19,17,4.1,34,3.1,1810,-10.3,0.28,0,0
2018-01-19,18,2.9,45,1.6,1629,-7.8,0.04,0,0
2018-01-19,19,2,48,1.8,1519,-7.8,0,0,0
2018-01-19,20,1.2,51,0.6,1544,-7.8,0,0,0
2018-01-19,21,0.5,52,0.8,1595,-8.2,0,0,0
2018-01-19,22,0,56,0.8,1544,-7.7,0,0,0
2018-01-19,23,-0.5,59,0.9,1487,-7.5,0,0,0
2018-01-20,0,-0.6,60,0.6,1433,-7.4,0,0,0
2018-01-20,1,-0.9,64,0.4,1273,-6.8,0,0,0
2018-01-20,2,-0.9,65,0.6,1369,-6.6,0,0,0
2018-01-20,3,-0.9,65,0.2,1359,-6.6,0,0,0
2018-01-20,4,-0.7,65,0.6,1226,-6.4,0,0,0
2018-01-20,5,-0.3,62,0.6,862,-6.7,0,0,0
2018-01-20,6,-0.1,60,0.4,1080,-6.9,0,0,0
2018-01-20,7,0.2,60,0.3,1145,-6.6,0,0,0
2018-01-20,8,0.3,63,0.4,1140,-5.9,0,0,0
2018-01-20,9,0.9,63,0.9,1090,-5.3,0.07,0,0
2018-01-20,10,2.1,60,1.2,1005,-4.8,0.3,0,0
2018-01-20,11,3.7,59,1.8,978,-3.5,0.51,0,0
2018-01-20,12,5.3,55,2.6,904,-3,0.85,0,0
2018-01-20,13,6.3,55,3,792,-2,0.85,0,0
2018-01-20,14,5.9,61,3.2,623,-1,0.52,0,0
2018-01-20,16,6.6,42,3,355,-5.4,0.48,0,0
2018-01-20,18,4.6,55,3.2,232,-3.6,0.03,0,0
2018-01-20,19,3.5,66,1.7,187,-2.2,0,0,0
2018-01-20,20,2.9,66,1.2,173,-2.8,0,0,0
2018-01-20,22,1.5,48,2.4,422,-8.3,0,0,0
2018-01-20,23,0.8,53,1.7,382,-7.7,0,0,0
2018-01-21,0,-0.3,60,1.9,340,-7.1,0,0,0
2018-01-21,1,-0.8,58,0.4,400,-8,0,0,0
2018-01-21,2,-1.5,63,1,380,-7.6,0,0,0
2018-01-21,3,-2,60,0.5,474,-8.7,0,0,0
2018-01-21,4,-2.3,47,0.7,984,-12.1,0,0,0
2018-01-21,5,-2.6,49,1.1,1065,-11.8,0,0,0
2018-01-21,6,-3.1,54,1.4,1037,-11.1,0,0,0
2018-01-21,7,-3.2,54,1.2,1113,-11.2,0,0,0
2018-01-21,8,-3.6,53,0.5,1227,-11.8,0,0,0
2018-01-21,9,-3.2,46,0.8,1091,-13.2,0.15,0,0
2018-01-21,10,-1.3,37,0.8,1070,-14.1,0.47,0,0
2018-01-21,11,1.9,25,1,1493,-16.1,0.78,0,0
2018-01-21,12,3.9,30,1.6,1085,-12.1,0.91,0,0
2018-01-21,13,4.9,22,2,1446,-15,1,0,0
2018-01-21,14,5.4,18,1.2,1923,-17,0.96,0,0
2018-01-21,15,5.4,20,2.2,1890,-15.8,0.8,0,0
2018-01-21,16,4.7,17,2.1,2000,-18.3,0.55,0,0
2018-01-21,18,2.5,24,2,2000,-16,0.02,0,0
2018-01-21,19,1.3,25,1.3,2000,-16.6,0,0,0
2018-01-21,20,0.3,27,0.4,2000,-16.5,0,0,0
2018-01-21,21,-0.1,29,0.5,2000,-16,0,0,0
2018-01-21,22,-0.3,32,0.7,2000,-15,0,0,0
2018-01-21,23,-0.4,32,0.6,2000,-15.1,0,0,0
2018-01-22,0,-0.2,30,0.4,2000,-15.7,0,0,0
2018-01-22,1,-0.2,32,0.7,2000,-14.9,0,0,0
2018-01-22,2,-0.2,33,1.4,2000,-14.5,0,0,0
2018-01-22,3,-0.3,31,0.3,2000,-15.4,0,0,0
2018-01-22,4,0,32,0.4,2000,-14.7,0,0,0
2018-01-22,5,0,32,0.7,2000,-14.7,0,0,0
2018-01-22,6,0,33,0.4,2000,-14.3,0,0,0
2018-01-22,7,-0.4,34,1,1989,-14.3,0,0,0
2018-01-22,8,-0.7,32,0.5,1991,-15.3,0,0,0
2018-01-22,9,0.1,33,0.8,1901,-14.3,0.06,0,0
2018-01-22,10,1.1,31,0.7,1898,-14.1,0.25,0,0
2018-01-22,11,2.4,27,0.9,1796,-14.7,0.47,0,0
2018-01-22,12,3.9,28,0.9,1383,-12.9,0.6,0,0
2018-01-22,13,3.9,33,0.6,1249,-10.9,0.19,0,0
2018-01-22,14,3.3,73,0.4,744,-1,0.11,0,0
2018-01-22,15,3.6,69,1.8,655,-1.5,0.17,0,0
2018-01-22,17,1.3,93,1.2,81,0.2,0.03,0,0.2
2018-01-22,18,1.1,96,3,187,0.5,0,3.3,1
2018-01-22,19,-0.1,88,3.2,582,-1.8,0,0,1
2018-01-22,20,-0.8,85,2.9,836,-3,0,0,1
2018-01-22,21,-1.8,85,2.9,590,-3.9,0,0,1
2018-01-22,22,-3.2,81,3.9,492,-6,0,0,1
2018-01-22,23,-4.2,79,2.9,554,-7.3,0,0,1
2018-01-23,0,-5.3,77,3.8,894,-8.7,0,0,1
2018-01-23,1,-6,76,3.1,1178,-9.5,0,0,1
2018-01-23,2,-7.5,65,3.9,2000,-12.9,0,0,1
2018-01-23,3,-8.6,68,3.3,2000,-13.4,0,0,1
2018-01-23,4,-9.5,49,4.3,2000,-18.2,0,0,1
2018-01-23,5,-10.5,46,3,2000,-19.9,0,0,1
2018-01-23,6,-11.5,47,3.2,2000,-20.5,0,0,1
2018-01-23,7,-12.5,41,4.5,2000,-23,0,0,1
2018-01-23,8,-13,41,4,2000,-23.5,0,0,1
2018-01-23,9,-13.3,36,3.5,2000,-25.2,0.19,0,1
2018-01-23,10,-12.1,34,3.5,1968,-24.8,0.62,0,1
2018-01-23,11,-11.7,27,4,1935,-26.9,0.94,0,1
2018-01-23,12,-11.3,27,3.7,1955,-26.6,1.18,0,1
2018-01-23,13,-11,27,4,1959,-26.3,1.26,0,1
2018-01-23,14,-10.4,30,4.3,2000,-24.6,1.22,0,1
2018-01-23,15,-9.7,32,3.6,2000,-23.3,1.04,0,1
2018-01-23,16,-10.1,34,4.3,2000,-23,0.74,0,1
2018-01-23,17,-10.6,38,3.5,2000,-22.2,0.38,0,0.9
2018-01-23,18,-11.5,43,2.4,2000,-21.6,0.05,0,0.9
2018-01-23,19,-12,47,3.2,2000,-21,0,0,0.9
2018-01-23,20,-12.5,52,3,2000,-20.3,0,0,0.9
2018-01-23,21,-13.2,49,4.1,2000,-21.6,0,0,0.9
2018-01-23,22,-13.9,45,4,2000,-23.2,0,0,0.9
2018-01-23,23,-14.3,38,4,2000,-25.5,0,0,0.9
2018-01-24,0,-14.6,34,3.9,2000,-27,0,0,0.9
2018-01-24,1,-15,31,2.5,2000,-28.3,0,0,0.9
2018-01-24,2,-15.2,32,3.1,2000,-28.2,0,0,0.9
2018-01-24,3,-15.2,30,3.4,2000,-28.9,0,0,0.9
2018-01-24,5,-15.6,29,3.7,2000,-29.6,0,0,0.9
2018-01-24,6,-15.7,29,2.5,2000,-29.7,0,0,0.9
2018-01-24,7,-15.9,30,3,2000,-29.5,0,0,0.9
2018-01-24,8,-16.2,30,1.6,2000,-29.8,0,0,0.9
2018-01-24,9,-15.8,27,3.4,2000,-30.5,0.2,0,0.9
2018-01-24,10,-14.5,24,4.6,1902,-30.6,0.61,0,0.9
2018-01-24,11,-13.1,25,3.8,1964,-29,0.96,0,0.9
2018-01-24,12,-12.2,26,4,2000,-27.8,1.17,0,0.9
2018-01-24,13,-12,25,6,1887,-28,1.27,0,0.9
2018-01-24,14,-11.1,26,3.8,1980,-26.8,1.25,0,0.8
2018-01-24,15,-10.8,29,3.8,2000,-25.4,1.06,0,0.7
2018-01-24,16,-11.2,30,4.7,2000,-25.3,0.77,0,0.7
2018-01-24,17,-11.8,26,3.5,2000,-27.4,0.39,0,0.7
2018-01-24,18,-13,29,3.4,2000,-27.3,0.05,0,0.7
2018-01-24,19,-13.8,32,2.2,2000,-26.9,0,0,0.7
2018-01-24,20,-14.3,37,1.3,2000,-25.8,0,0,0.7
2018-01-24,21,-14.7,40,3.2,1933,-25.3,0,0,0.7
2018-01-24,22,-15.2,45,4,2000,-24.4,0,0,0.7
2018-01-24,23,-15.7,43,3.6,2000,-25.4,0,0,0.7
2018-01-25,0,-15.9,43,3.8,2000,-25.6,0,0,0.7
2018-01-25,1,-16.1,42,2.2,2000,-26,0,0,0.7
2018-01-25,2,-16,42,1.3,2000,-25.9,0,0,0.7
2018-01-25,3,-16,40,1.9,2000,-26.5,0,0,0.7
2018-01-25,4,-15.9,37,2.4,1985,-27.2,0,0,0.7
2018-01-25,6,-16.1,33,3,2000,-28.7,0,0,0.7
2018-01-25,8,-16.4,32,3.3,2000,-29.2,0.01,0,0.6
2018-01-25,9,-16.2,33,2.9,2000,-28.7,0.19,0,0.6
2018-01-25,10,-15.3,33,2.4,2000,-27.9,0.56,0,0.6
2018-01-25,11,-13.8,25,3.5,1996,-29.6,0.91,0,0.6
2018-01-25,12,-12.8,25,3.2,1981,-28.7,1.16,0,0.6
2018-01-25,13,-11.4,27,3.9,2000,-26.7,1.26,0,0.6
2018-01-25,14,-10.4,25,2.3,1981,-26.7,1.21,0,0.5
2018-01-25,15,-9.7,28,3.7,2000,-24.8,1,0,0.5
2018-01-25,16,-9.6,31,2.6,1973,-23.6,0.66,0,0.5
2018-01-25,17,-10.9,32,4,2000,-24.4,0.28,0,0.5
2018-01-25,18,-11.8,33,4,2000,-24.8,0.04,0,0.5
2018-01-25,19,-12.7,33,3.7,2000,-25.6,0,0,0.5
2018-01-25,20,-13.5,33,2.4,2000,-26.3,0,0,0.5
2018-01-25,21,-14.1,35,2.2,2000,-26.2,0,0,0.5
2018-01-25,22,-14.6,35,2.5,2000,-26.7,0,0,0.5
2018-01-25,23,-14.9,35,2.8,2000,-26.9,0,0,0.5
2018-01-26,0,-15.1,34,1.7,2000,-27.4,0,0,0.5
2018-01-26,1,-15.3,34,1.7,2000,-27.6,0,0,0.5
2018-01-26,2,-15.6,33,2.2,2000,-28.2,0,0,0.5
2018-01-26,3,-15.9,34,2.9,2000,-28.2,0,0,0.5
2018-01-26,4,-16.4,36,1.5,2000,-28,0,0,0.5
2018-01-26,5,-16.9,38,2.3,2000,-27.9,0,0,0.5
2018-01-26,6,-17.4,40,1.6,2000,-27.7,0,0,0.5
2018-01-26,7,-17.5,38,3.4,2000,-28.4,0,0,0.5
2018-01-26,8,-17.8,40,2.5,2000,-28.1,0,0,0.5
2018-01-26,10,-16.5,33,3.4,1703,-29,0.62,0,0.5
2018-01-26,11,-15.6,31,3.3,1808,-28.9,0.93,0,0.5
2018-01-26,12,-14.4,30,2.7,1906,-28.2,1.17,0,0.5
2018-01-26,13,-13.3,28,2.7,1889,-27.9,1.26,0,0.5
2018-01-26,14,-12.1,27,2.5,1879,-27.3,1.25,0,0.4
2018-01-26,16,-10.8,28,2.7,1778,-25.8,0.77,0,0.4
2018-01-26,17,-11.5,31,3.3,1745,-25.2,0.41,0,0.3
2018-01-26,18,-12.7,33,2.5,1835,-25.6,0.05,0,0.3
2018-01-26,19,-13.2,33,2.4,1863,-26.1,0,0,0.3
2018-01-26,20,-13.7,35,1.7,1878,-25.9,0,0,0.3
2018-01-26,21,-14.1,36,1.8,1869,-25.9,0,0,0.3
2018-01-26,22,-14.6,40,1.8,1746,-25.2,0,0,0.3
2018-01-26,23,-14.4,38,2.7,1738,-25.6,0,0,0.3
2018-01-27,0,-15,42,1.2,1766,-25,0,0,0.3
2018-01-27,1,-15.1,43,0.8,1905,-24.9,0,0,0.3
2018-01-27,2,-15.3,43,0.6,1867,-25,0,0,0.3
2018-01-27,3,-15.3,43,0.8,1963,-25,0,0,0.3
2018-01-27,4,-15.3,47,0.8,1868,-24,0,0,0.3
2018-01-27,5,-15.4,45,0.8,2000,-24.6,0,0,0.3
2018-01-27,6,-15.3,47,0.7,1921,-24,0,0,0.3
2018-01-27,7,-15.7,53,1.3,1629,-23.1,0,0,0.3
2018-01-27,8,-15.9,58,0.9,1369,-22.2,0,0,0.3
2018-01-27,10,-12.3,35,0.6,1497,-24.6,0.6,0,0.3
2018-01-27,11,-9.6,33,1.1,1748,-22.9,0.9,0,0.3
2018-01-27,12,-7.7,32,2.5,1763,-21.5,1.13,0,0.3
2018-01-27,13,-6.6,27,2.1,1889,-22.5,1.24,0,0.3
2018-01-27,14,-4.1,25,2,1730,-21.2,1.2,0,0.2
2018-01-27,15,-3.7,26,2.2,1739,-20.4,1.04,0,0
2018-01-27,16,-3.7,25,2.6,1839,-20.9,0.74,0,0
2018-01-27,17,-4.6,26,1.9,2000,-21.2,0.39,0,0
2018-01-27,18,-6.6,31,3,1988,-20.9,0.06,0,0
2018-01-27,19,-7.1,33,2,1887,-20.6,0,0,0
2018-01-27,20,-7.6,36,1.7,1858,-20.1,0,0,0
2018-01-27,21,-7.9,35,2.6,1878,-20.7,0,0,0
2018-01-27,22,-7.8,43,2.3,1804,-18.2,0,0,0
2018-01-27,23,-7.6,42,1.2,1760,-18.3,0,0,0
2018-01-28,0,-7.5,36,2.3,1972,-20,0,0,0
2018-01-28,1,-7.5,45,2.4,1853,-17.4,0,0,0
2018-01-28,2,-7.8,51,1.9,1627,-16.1,0,0,0
2018-01-28,3,-7.7,49,1.8,1573,-16.5,0,0,0
2018-01-28,4,-7.6,37,1.6,1966,-19.8,0,0,0
2018-01-28,5,-7.5,33,1.5,2000,-21,0,0,0
2018-01-28,6,-7.8,35,1.9,2000,-20.6,0,0,0
2018-01-28,7,-8,39,1.9,2000,-19.5,0,0,0
2018-01-28,9,-7.8,41,1.8,1923,-18.7,0.17,0,0
2018-01-28,10,-5.9,35,1.9,1940,-18.9,0.53,0,0
2018-01-28,11,-4.6,27,2.6,1887,-20.8,0.85,0,0
2018-01-28,12,-3.5,26,2.5,1756,-20.2,1.07,0,0
2018-01-28,13,-2.4,22,2.5,1866,-21.2,1.16,0,0
2018-01-28,14,-1.5,20,3,1992,-21.6,1.09,0,0
2018-01-28,15,-1.9,23,4.3,2000,-20.3,0.7,0,0
2018-01-28,16,-2.1,27,4,2000,-18.6,0.52,0,0
2018-01-28,17,-3.8,32,5.2,2000,-18.1,0.25,0,0
2018-01-28,18,-4.9,35,3.7,2000,-18,0.04,0,0
2018-01-28,19,-6,31,3.6,2000,-20.4,0,0,0
2018-01-28,20,-7,30,2.8,2000,-21.6,0,0,0
2018-01-28,21,-7.3,34,3.5,2000,-20.5,0,0,0
2018-01-28,22,-7.9,40,2.5,1997,-19.1,0,0,0
2018-01-28,23,-8.7,42,2.1,1981,-19.3,0,0,0
2018-01-29,0,-9.3,45,0.7,1976,-19,0,0,0
2018-01-29,1,-9.8,47,1.3,1934,-19,0,0,0
2018-01-29,2,-10.2,47,0.9,1808,-19.3,0,0,0
2018-01-29,3,-9.8,43,2.8,1963,-20,0,0,0
2018-01-29,5,-10.4,47,1,1921,-19.5,0,0,0
2018-01-29,6,-10.9,43,1,1967,-21,0,0,0
2018-01-29,7,-11.1,37,1.6,2000,-22.9,0,0,0
2018-01-29,8,-11.5,38,1,1998,-23,0.01,0,0
2018-01-29,9,-10.8,34,2.9,1975,-23.6,0.17,0,0
2018-01-29,10,-9.5,28,3.7,1893,-24.6,0.59,0,0
2018-01-29,11,-8.1,24,3.6,1761,-25.1,0.91,0,0
2018-01-29,12,-7.3,23,3.8,1903,-24.9,1.17,0,0
2018-01-29,13,-6.9,23,4.6,1963,-24.6,1.28,0,0
2018-01-29,14,-5.7,23,4.5,1956,-23.5,1.25,0,0
2018-01-29,15,-5.2,27,4.5,1927,-21.3,1.06,0,0
2018-01-29,16,-5.5,28,4.3,1926,-21.1,0.78,0,0
2018-01-29,17,-5.7,30,3.6,1978,-20.5,0.4,0,0
2018-01-29,19,-7.1,40,3.2,2000,-18.4,0,0,0
2018-01-29,20,-7.4,41,3.8,2000,-18.4,0,0,0
2018-01-29,21,-7.7,42,2.9,1905,-18.4,0,0,0
2018-01-29,22,-8.8,40,3,1985,-19.9,0,0,0
2018-01-29,23,-9.4,41,1.6,2000,-20.2,0,0,0
2018-01-30,0,-10,34,1.1,2000,-22.9,0,0,0
2018-01-30,1,-10.4,37,0.3,2000,-22.3,0,0,0
2018-01-30,3,-10.7,42,1.4,2000,-21.1,0,0,0
2018-01-30,4,-11.1,50,1.2,1986,-19.4,0,0,0
2018-01-30,5,-11.3,53,1.6,1979,-19,0,0,0
2018-01-30,6,-11.2,53,0.9,2000,-18.9,0,0,0
2018-01-30,7,-11.3,57,0.9,1984,-18.1,0,0,0
2018-01-30,8,-11.1,61,0.7,1963,-17.1,0.01,0,0
2018-01-30,9,-9.9,49,0.8,1624,-18.6,0.2,0,0
2018-01-30,10,-7.5,42,0.9,1705,-18.2,0.55,0,0
2018-01-30,11,-4.5,29,1.3,1912,-19.8,0.79,0,0
2018-01-30,12,-3.2,32,2.7,1900,-17.5,1.01,0,0
2018-01-30,13,-1.3,35,2,1893,-14.8,1.18,0,0
2018-01-30,14,-1.1,46,2.1,1437,-11.2,0.72,0,0
2018-01-30,15,-1.6,55,2.5,1891,-9.4,0.64,0,0
2018-01-30,16,-2.2,76,1.7,233,-5.8,0.25,0,0
2018-01-30,17,-2.4,85,0.3,174,-4.5,0.06,0,0.6
2018-01-30,19,-1.7,91,1.1,167,-2.9,0,0,3
2018-01-30,20,-1.5,91,1.7,270,-2.7,0,0,3.3
2018-01-30,21,-1.6,91,1.3,508,-2.8,0,1.5,3.5
2018-01-30,22,-1.7,85,1.2,1006,-3.8,0,0,3.5
2018-01-30,23,-1.7,83,1,1093,-4.2,0,0,3.5
2018-01-31,0,-1.7,83,0.8,1113,-4.2,0,0,3.5
2018-01-31,1,-1.6,81,1.1,1141,-4.4,0,0,3.5
2018-01-31,2,-1.6,80,1.4,1097,-4.6,0,0,3.5
2018-01-31,3,-2.2,83,1,977,-4.7,0,0,3.5
2018-01-31,4,-2.4,82,1.5,877,-5,0,0,3.5
2018-01-31,5,-2.8,83,0.6,946,-5.2,0,0,3.5
2018-01-31,6,-3.1,80,0.7,1215,-6,0,0,3.5
2018-01-31,7,-3.5,83,1.6,953,-5.9,0,0,3.5
2018-01-31,9,-3.3,77,1.2,916,-6.7,0.1,0,3.4
2018-01-31,10,-2.3,63,1.7,1286,-8.4,0.22,0,3.2
2018-01-31,11,-1.5,46,2.5,1906,-11.6,0.56,0,3
2018-01-31,12,-1,35,2.7,1921,-14.5,0.64,0,3
2018-01-31,13,-0.8,39,2.6,1853,-13,0.54,0,2.8
2018-01-31,14,-0.7,33,2.7,1984,-15,0.56,0,2.5
2018-01-31,15,-0.5,30,2.3,1997,-15.9,0.45,0,2.2
2018-01-31,16,-0.1,29,1.6,2000,-16,0.5,0,1.8
2018-01-31,17,-0.9,34,2.8,2000,-14.8,0.28,0,1.8
2018-01-31,18,-1.8,35,2.1,2000,-15.2,0.05,0,1.6
2018-01-31,19,-2.2,36,2.2,2000,-15.2,0,0,1.6
2018-01-31,20,-2.6,36,3.1,2000,-15.6,0,0,1.6
2018-01-31,21,-3.4,40,0.9,2000,-15,0,0,1.6
2018-01-31,23,-4.7,53,1.3,2000,-12.8,0,0,1.6
2018-02-01,0,-5.2,56,1.4,1996,-12.6,0,0,1.6
2018-02-01,1,-5.4,54,1.7,1996,-13.2,0,0,1.6
2018-02-01,3,-6.2,57,1.6,1874,-13.3,0,0,1.6
2018-02-01,5,-7.8,65,2.3,1737,-13.2,0,0,1.6
2018-02-01,6,-8.1,59,0.7,1915,-14.7,0,0,1.6
2018-02-01,7,-8.7,64,0.5,1972,-14.2,0,0,1.6
2018-02-01,8,-8.6,59,1,1948,-15.1,0.01,0,1.6
2018-02-01,9,-7.9,50,0.6,1805,-16.5,0.23,0,1.6
2018-02-01,10,-5,41,0.5,1799,-16.2,0.64,0,1.5
2018-02-01,11,-2.6,33,1.5,1830,-16.6,0.95,0,1.4
2018-02-01,12,-1.1,31,1.3,1869,-16.1,1.2,0,1.3
2018-02-01,13,0.3,28,3.1,1988,-16.1,1.3,0,1
2018-02-01,14,0.8,23,3.2,2000,-18,1.29,0,0.5
2018-02-01,15,0.7,25,3,1987,-17.1,1.12,0,0
2018-02-01,16,1.1,26,2.1,1957,-16.3,0.82,0,0
2018-02-01,17,0.3,26,2.4,1977,-17,0.45,0,0
2018-02-01,18,-1,28,1.9,2000,-17.2,0.08,0,0
2018-02-01,19,-1.8,32,1.5,2000,-16.3,0,0,0
2018-02-01,20,-2.4,36,1,2000,-15.4,0,0,0
2018-02-01,21,-3.2,47,1.8,1917,-12.9,0,0,0
2018-02-01,22,-3.9,52,1.2,1871,-12.3,0,0,0
2018-02-01,23,-4.5,55,0.4,1908,-12.1,0,0,0
2018-02-02,0,-4.9,56,1.1,1982,-12.3,0,0,0
2018-02-02,1,-5.2,56,0.9,1973,-12.6,0,0,0
2018-02-02,2,-5.7,59,0.3,1951,-12.4,0,0,0
2018-02-02,3,-6.3,63,0.9,1425,-12.2,0,0,0
2018-02-02,4,-6.7,65,1.1,1705,-12.1,0,0,0
2018-02-02,5,-6.8,61,0.2,1724,-13,0,0,0
2018-02-02,6,-7,62,1.3,1830,-13,0,0,0
2018-02-02,7,-7.4,62,1.5,1909,-13.4,0,0,0
2018-02-02,8,-7.4,58,2.2,1882,-14.2,0.01,0,0
2018-02-02,9,-6.5,54,1.2,1541,-14.2,0.22,0,0
2018-02-02,10,-4.1,43,1.2,1187,-14.8,0.59,0,0
2018-02-02,13,1.6,29,2.2,1662,-14.5,1.2,0,0
2018-02-02,14,3.2,26,2.2,1499,-14.5,1.16,0,0
2018-02-02,15,3.6,26,2.4,1687,-14.1,0.99,0,0
2018-02-02,16,2.9,26,3,1968,-14.7,0.69,0,0
2018-02-02,18,0.5,37,3,1733,-12.5,0.06,0,0
2018-02-02,19,-0.5,43,2.5,1666,-11.5,0,0,0
2018-02-02,20,-1.3,51,2.4,1481,-10.1,0,0,0
2018-02-02,21,-2,61,1.7,1655,-8.5,0,0,0
2018-02-02,22,-2.4,63,1.3,1523,-8.4,0,0,0
2018-02-02,23,-2.6,69,2,1434,-7.5,0,0,0
2018-02-03,0,-2.5,69,2.2,1366,-7.4,0,0,0
2018-02-03,1,-2.3,71,3.2,1078,-6.8,0,0,0
2018-02-03,2,-3.4,82,4.2,184,-6,0,0,0
2018-02-03,3,-4.4,80,4.3,346,-7.3,0,0.1,0.1
2018-02-03,4,-5.6,74,4,387,-9.5,0,0,0.2
2018-02-03,5,-6.3,65,3.9,1521,-11.8,0,0,0.3
2018-02-03,6,-7.8,57,4.8,1867,-14.8,0,0.4,0.3
2018-02-03,7,-8.8,58,4,1942,-15.5,0,0,0.3
2018-02-03,8,-9.5,56,3.5,1979,-16.6,0.01,0,0.3
2018-02-03,9,-9.4,47,3.3,1995,-18.6,0.42,0,0.3
2018-02-03,10,-8.5,43,4,1797,-18.8,1.09,0,0.2
2018-02-03,11,-7.7,41,4.6,1984,-18.7,1.65,0,0.2
2018-02-03,12,-6,38,3.4,1930,-18,2.04,0,0
2018-02-03,13,-5.8,38,3.7,1961,-17.8,2.25,0,0
2018-02-03,14,-5,31,4,2000,-19.5,2.18,0,0
2018-02-03,15,-4.5,31,4.3,1979,-19.1,1.91,0,0
2018-02-03,16,-4.2,31,3.5,1974,-18.8,1.42,0,0
2018-02-03,17,-5.6,32,4.6,2000,-19.7,0.53,0,0
2018-02-03,18,-6.6,36,4.4,2000,-19.2,0.15,0,0
2018-02-03,19,-7.6,32,4.8,2000,-21.4,0,0,0
2018-02-03,20,-8.5,31,4.1,2000,-22.6,0,0,0
2018-02-03,21,-9.1,38,2.7,2000,-20.8,0,0,0
2018-02-03,22,-9.7,45,3,2000,-19.4,0,0,0
2018-02-03,23,-10,48,2.6,2000,-18.9,0,0,0
2018-02-04,0,-10.4,49,2.4,2000,-19,0,0,0
2018-02-04,1,-10.5,48,3.1,2000,-19.4,0,0,0
2018-02-04,2,-10.5,49,2,2000,-19.1,0,0,0
2018-02-04,3,-10.6,47,3.7,2000,-19.7,0,0,0
2018-02-04,4,-11.2,47,2.3,2000,-20.3,0,0,0
2018-02-04,5,-11.5,51,3.3,1996,-19.6,0,0,0
2018-02-04,6,-11.8,54,2.4,1917,-19.2,0,0,0
2018-02-04,7,-12.4,54,2.5,1790,-19.8,0,0,0
2018-02-04,8,-12.8,56,2.4,1507,-19.7,0.02,0,0
2018-02-04,9,-12.4,51,3.8,1415,-20.4,0.38,0,0
2018-02-04,10,-11.2,43,3.5,1359,-21.3,1.04,0,0
2018-02-04,12,-8.3,32,1.8,1295,-22.1,1.99,0,0
2018-02-04,13,-8.3,34,4,1561,-21.4,2.22,0,0
2018-02-04,14,-7.4,33,4,1713,-20.9,2.17,0,0
2018-02-04,15,-6.4,30,4.9,1939,-21.1,1.89,0,0
2018-02-04,16,-5.4,29,3.6,1979,-20.6,1.4,0,0
2018-02-04,17,-5.9,27,3.6,1974,-21.9,0.81,0,0
2018-02-04,18,-7,26,4.1,2000,-23.3,0.16,0,0
2018-02-04,19,-7.7,31,3.3,2000,-21.9,0,0,0
2018-02-04,20,-8.2,28,3.5,2000,-23.5,0,0,0
2018-02-04,21,-8.9,35,3.2,2000,-21.6,0,0,0
2018-02-04,22,-9.7,45,1.3,2000,-19.4,0,0,0
2018-02-04,23,-10.3,48,2,2000,-19.2,0,0,0
2018-02-05,0,-10.5,52,2.4,2000,-18.4,0,0,0
2018-02-05,1,-11.2,54,1,2000,-18.6,0,0,0
2018-02-05,3,-11.3,54,0.6,2000,-18.7,0,0,0
2018-02-05,4,-11.7,51,1.2,2000,-19.8,0,0,0
2018-02-05,6,-11.5,40,2.3,2000,-22.4,0,0,0
2018-02-05,7,-11.6,44,1.6,2000,-21.4,0,0,0
2018-02-05,8,-11.5,40,2.8,2000,-22.4,0.02,0,0
2018-02-05,9,-11.1,38,2.4,1945,-22.6,0.43,0,0
2018-02-05,10,-9.6,32,3.7,2000,-23.2,1.14,0,0
2018-02-05,11,-8.5,27,4.7,1894,-24.2,1.73,0,0
2018-02-05,12,-7.8,28,4.1,2000,-23.1,2.12,0,0
2018-02-05,13,-7,25,4.2,1999,-23.7,2.29,0,0
2018-02-05,14,-6.4,24,4.6,1970,-23.7,2.23,0,0
2018-02-05,15,-5.7,25,4.4,1995,-22.6,1.94,0,0
2018-02-05,16,-5.4,25,3.4,1985,-22.3,1.44,0,0
2018-02-05,17,-6.4,28,4.5,2000,-21.9,0.81,0,0
2018-02-05,18,-7.6,29,3.5,2000,-22.6,0.16,0,0
2018-02-05,19,-8.3,29,4.1,2000,-23.2,0,0,0
2018-02-05,20,-9.1,35,3.8,2000,-21.7,0,0,0
2018-02-05,21,-9.8,41,3.9,1949,-20.6,0,0,0
2018-02-05,22,-10.3,43,3.7,1876,-20.5,0,0,0
2018-02-05,23,-10.5,47,2.8,1794,-19.6,0,0,0
2018-02-06,0,-10.6,47,3.5,1803,-19.7,0,0,0
2018-02-06,1,-10.9,36,3.3,2000,-23,0,0,0
2018-02-06,2,-11.2,36,2.9,1981,-23.3,0,0,0
2018-02-06,3,-11.6,35,3.2,1992,-24,0,0,0
2018-02-06,4,-12,36,2.7,1998,-24,0,0,0
2018-02-06,5,-12.3,37,2.9,2000,-24,0,0,0
2018-02-06,6,-12.5,40,3.4,1991,-23.3,0,0,0
